2025-10-24 04:38:23,INFO,Successfully loaded 3 alarms from alarms.json
2025-10-24 04:38:23,SYSTEM,Program_starts
2025-10-24 04:38:23,UI,Menu_displayed_to_user
2025-10-24 04:38:27,INPUT,User_input:1
2025-10-24 04:38:27,SYSTEM,Background_monitoring_thread_started
2025-10-24 04:38:27,SYSTEM,Monitoring_thread_initialized_and_started
2025-10-24 04:38:27,SYSTEM,Monitoring_mode_started
2025-10-24 04:38:27,STATUS,STATUS_CHECK: CPU=32.0%, RAM=70.3%, Disk=67.3%
2025-10-24 04:38:28,STATUS,STATUS_CHECK: CPU=30.5%, RAM=70.5%, Disk=67.3%
2025-10-24 04:38:30,STATUS,STATUS_CHECK: CPU=29.9%, RAM=71.2%, Disk=67.3%
2025-10-24 04:38:31,STATUS,STATUS_CHECK: CPU=31.7%, RAM=71.6%, Disk=67.3%
2025-10-24 04:38:33,STATUS,STATUS_CHECK: CPU=30.4%, RAM=71.8%, Disk=67.3%
2025-10-24 04:38:33,STATUS,STATUS_CHECK: CPU=0.0%, RAM=71.8%, Disk=67.3%
2025-10-24 04:38:34,STATUS,STATUS_CHECK: CPU=37.6%, RAM=71.9%, Disk=67.3%
2025-10-24 04:38:36,STATUS,STATUS_CHECK: CPU=28.6%, RAM=72.0%, Disk=67.3%
2025-10-24 04:38:38,STATUS,STATUS_CHECK: CPU=29.1%, RAM=72.0%, Disk=67.3%
2025-10-24 04:38:38,SYSTEM,Monitoring_mode_exited
2025-10-24 04:38:38,UI,Menu_displayed_to_user
2025-10-24 04:38:38,STATUS,STATUS_CHECK: CPU=42.4%, RAM=72.0%, Disk=67.3%
2025-10-24 04:38:40,INPUT,User_input:2
2025-10-24 04:38:41,STATUS,STATUS_CHECK: CPU=33.0%, RAM=72.2%, Disk=67.3%
2025-10-24 04:38:41,UI,Current_system_status_listed
2025-10-24 04:38:44,STATUS,STATUS_CHECK: CPU=42.7%, RAM=73.3%, Disk=67.3%
2025-10-24 04:38:46,UI,Return_to_main_menu_confirmed
2025-10-24 04:38:46,UI,Menu_displayed_to_user
2025-10-24 04:38:47,INPUT,User_input:1
2025-10-24 04:38:47,SYSTEM,Monitoring_mode_started
2025-10-24 04:38:49,STATUS,STATUS_CHECK: CPU=31.7%, RAM=73.9%, Disk=67.3%
2025-10-24 04:38:49,STATUS,STATUS_CHECK: CPU=28.4%, RAM=73.9%, Disk=67.3%
2025-10-24 04:38:50,STATUS,STATUS_CHECK: CPU=29.8%, RAM=74.0%, Disk=67.3%
2025-10-24 04:38:52,STATUS,STATUS_CHECK: CPU=35.0%, RAM=74.1%, Disk=67.3%
2025-10-24 04:38:53,STATUS,STATUS_CHECK: CPU=29.9%, RAM=74.1%, Disk=67.3%
2025-10-24 04:38:55,STATUS,STATUS_CHECK: CPU=37.7%, RAM=74.2%, Disk=67.3%
2025-10-24 04:38:55,STATUS,STATUS_CHECK: CPU=39.9%, RAM=74.3%, Disk=67.3%
2025-10-24 04:38:56,STATUS,STATUS_CHECK: CPU=29.1%, RAM=74.2%, Disk=67.3%
2025-10-24 04:38:58,STATUS,STATUS_CHECK: CPU=27.5%, RAM=74.2%, Disk=67.3%
2025-10-24 04:38:59,SYSTEM,Monitoring_mode_exited
2025-10-24 04:38:59,UI,Menu_displayed_to_user
2025-10-24 04:39:00,STATUS,STATUS_CHECK: CPU=33.3%, RAM=74.3%, Disk=67.3%
2025-10-24 04:39:01,INPUT,User_input:3
2025-10-24 04:39:06,STATUS,STATUS_CHECK: CPU=28.6%, RAM=74.5%, Disk=67.3%
2025-10-24 04:39:06,INPUT,User_input_Create_Alarm:1
2025-10-24 04:39:11,STATUS,STATUS_CHECK: CPU=28.5%, RAM=74.6%, Disk=67.3%
2025-10-24 04:39:17,STATUS,STATUS_CHECK: CPU=30.5%, RAM=74.8%, Disk=67.3%
2025-10-24 04:39:22,STATUS,STATUS_CHECK: CPU=31.5%, RAM=75.2%, Disk=67.3%
2025-10-24 04:39:28,STATUS,STATUS_CHECK: CPU=44.6%, RAM=75.3%, Disk=67.3%
2025-10-24 04:39:33,STATUS,STATUS_CHECK: CPU=28.5%, RAM=75.7%, Disk=67.3%
2025-10-24 04:39:35,INFO,Successfully saved 4 alarms to alarms.json
2025-10-24 04:39:35,CONFIG,Alarm added: [aa47...]: CPU close to crash (CPU > 5%)
2025-10-24 04:39:38,INPUT,User_input_Repeat_Alarm_Creation:N
2025-10-24 04:39:38,UI,Menu_displayed_to_user
2025-10-24 04:39:39,STATUS,STATUS_CHECK: CPU=29.1%, RAM=75.5%, Disk=67.3%
2025-10-24 04:39:39,CRITICAL,CRITICAL ALARM: CPU close to crash triggered! CPU usage: 29.1% > 5%
2025-10-24 04:39:44,STATUS,STATUS_CHECK: CPU=52.2%, RAM=73.3%, Disk=67.3%
2025-10-24 04:39:50,STATUS,STATUS_CHECK: CPU=31.2%, RAM=71.4%, Disk=67.3%
2025-10-24 04:39:53,INPUT,User_input:5
2025-10-24 04:39:53,UI,Listed_4_configured_alarms
2025-10-24 04:39:55,STATUS,STATUS_CHECK: CPU=48.0%, RAM=71.9%, Disk=67.3%
2025-10-24 04:39:58,UI,Return_to_main_menu_confirmed
2025-10-24 04:39:58,UI,Menu_displayed_to_user
2025-10-24 04:40:00,INPUT,User_input:6
2025-10-24 04:40:01,STATUS,STATUS_CHECK: CPU=37.0%, RAM=72.3%, Disk=67.3%
2025-10-24 04:40:06,STATUS,STATUS_CHECK: CPU=32.5%, RAM=73.2%, Disk=67.3%
2025-10-24 04:40:11,INPUT,User_input_Log_Lines:50
2025-10-24 04:40:11,UI,Log_file_content_displayed,_50_lines_shown
2025-10-24 04:40:12,STATUS,STATUS_CHECK: CPU=36.0%, RAM=72.4%, Disk=67.3%
2025-10-24 04:40:17,STATUS,STATUS_CHECK: CPU=31.2%, RAM=73.4%, Disk=67.3%
2025-10-24 04:40:23,STATUS,STATUS_CHECK: CPU=28.3%, RAM=73.6%, Disk=67.3%
2025-10-24 04:40:26,UI,Return_to_main_menu_confirmed
2025-10-24 04:40:26,UI,Menu_displayed_to_user
2025-10-24 04:40:27,INPUT,User_input:6
2025-10-24 04:40:28,STATUS,STATUS_CHECK: CPU=34.8%, RAM=72.2%, Disk=67.3%
2025-10-24 04:40:34,STATUS,STATUS_CHECK: CPU=28.4%, RAM=72.9%, Disk=67.3%
2025-10-24 04:40:39,STATUS,STATUS_CHECK: CPU=30.3%, RAM=73.6%, Disk=67.3%
2025-10-24 04:40:45,STATUS,STATUS_CHECK: CPU=43.1%, RAM=73.5%, Disk=67.3%
2025-10-24 04:40:50,STATUS,STATUS_CHECK: CPU=29.1%, RAM=68.1%, Disk=67.3%
2025-10-24 04:40:56,STATUS,STATUS_CHECK: CPU=28.9%, RAM=70.1%, Disk=67.3%
2025-10-24 04:41:01,STATUS,STATUS_CHECK: CPU=27.9%, RAM=70.9%, Disk=67.3%
2025-10-24 04:41:07,STATUS,STATUS_CHECK: CPU=28.5%, RAM=71.3%, Disk=67.3%
2025-10-24 04:41:12,STATUS,STATUS_CHECK: CPU=32.7%, RAM=71.6%, Disk=67.3%
2025-10-24 04:41:18,STATUS,STATUS_CHECK: CPU=31.8%, RAM=72.0%, Disk=67.3%
2025-10-24 04:41:23,STATUS,STATUS_CHECK: CPU=28.1%, RAM=73.5%, Disk=67.3%
2025-10-24 04:41:29,STATUS,STATUS_CHECK: CPU=43.7%, RAM=73.8%, Disk=67.3%
2025-10-24 04:41:35,STATUS,STATUS_CHECK: CPU=48.5%, RAM=68.2%, Disk=67.3%
2025-10-24 04:41:40,STATUS,STATUS_CHECK: CPU=39.2%, RAM=69.0%, Disk=67.3%
2025-10-24 04:41:46,STATUS,STATUS_CHECK: CPU=55.2%, RAM=71.2%, Disk=67.3%
2025-10-24 04:41:46,INPUT,User_input_Log_Lines:A
2025-10-24 04:41:46,UI,Log_file_content_displayed,_71_lines_shown
2025-10-24 04:41:50,UI,Return_to_main_menu_confirmed
2025-10-24 04:41:50,UI,Menu_displayed_to_user
2025-10-24 04:41:51,STATUS,STATUS_CHECK: CPU=55.3%, RAM=70.1%, Disk=67.3%
2025-10-24 04:41:53,INPUT,User_input:6
2025-10-24 04:41:54,INPUT,User_input_Log_Lines:A
2025-10-24 04:41:54,UI,Log_file_content_displayed,_92_lines_shown
2025-10-24 04:41:57,STATUS,STATUS_CHECK: CPU=36.9%, RAM=70.5%, Disk=67.3%
2025-10-24 04:42:02,STATUS,STATUS_CHECK: CPU=47.5%, RAM=70.7%, Disk=67.3%
2025-10-24 04:42:08,STATUS,STATUS_CHECK: CPU=37.9%, RAM=70.4%, Disk=67.3%
2025-10-24 04:42:13,STATUS,STATUS_CHECK: CPU=38.0%, RAM=67.4%, Disk=68.0%
2025-10-24 04:42:19,STATUS,STATUS_CHECK: CPU=33.0%, RAM=68.2%, Disk=68.0%
2025-10-24 04:42:24,STATUS,STATUS_CHECK: CPU=49.3%, RAM=69.5%, Disk=68.0%
2025-10-24 04:42:30,STATUS,STATUS_CHECK: CPU=43.3%, RAM=68.5%, Disk=68.0%
2025-10-24 04:42:35,STATUS,STATUS_CHECK: CPU=41.1%, RAM=69.1%, Disk=68.0%
2025-10-24 04:42:41,STATUS,STATUS_CHECK: CPU=43.0%, RAM=70.4%, Disk=68.0%
2025-10-24 04:42:46,STATUS,STATUS_CHECK: CPU=27.9%, RAM=70.8%, Disk=68.0%
2025-10-24 04:42:52,STATUS,STATUS_CHECK: CPU=56.1%, RAM=72.9%, Disk=68.0%
2025-10-24 04:42:57,STATUS,STATUS_CHECK: CPU=29.9%, RAM=70.2%, Disk=68.0%
2025-10-24 04:43:03,STATUS,STATUS_CHECK: CPU=38.8%, RAM=65.6%, Disk=68.0%
2025-10-24 04:43:08,STATUS,STATUS_CHECK: CPU=30.8%, RAM=66.1%, Disk=68.0%
2025-10-24 04:43:14,STATUS,STATUS_CHECK: CPU=35.1%, RAM=66.7%, Disk=68.0%
2025-10-24 04:43:19,STATUS,STATUS_CHECK: CPU=32.3%, RAM=67.6%, Disk=68.0%
2025-10-24 04:43:25,STATUS,STATUS_CHECK: CPU=37.3%, RAM=69.2%, Disk=68.0%
2025-10-24 04:43:30,STATUS,STATUS_CHECK: CPU=36.6%, RAM=69.2%, Disk=68.0%
2025-10-24 04:43:36,STATUS,STATUS_CHECK: CPU=43.5%, RAM=69.8%, Disk=68.0%
2025-10-24 04:43:41,STATUS,STATUS_CHECK: CPU=34.5%, RAM=69.9%, Disk=68.0%
2025-10-24 04:43:47,STATUS,STATUS_CHECK: CPU=34.3%, RAM=68.4%, Disk=68.0%
2025-10-24 04:43:52,STATUS,STATUS_CHECK: CPU=43.5%, RAM=70.2%, Disk=68.0%
2025-10-24 04:43:58,STATUS,STATUS_CHECK: CPU=42.9%, RAM=69.2%, Disk=68.0%
2025-10-24 04:44:03,STATUS,STATUS_CHECK: CPU=30.7%, RAM=70.0%, Disk=68.0%
2025-10-24 04:44:09,STATUS,STATUS_CHECK: CPU=35.2%, RAM=70.4%, Disk=68.0%
2025-10-24 04:44:14,STATUS,STATUS_CHECK: CPU=28.3%, RAM=70.4%, Disk=68.0%
2025-10-24 04:44:20,STATUS,STATUS_CHECK: CPU=38.5%, RAM=69.1%, Disk=68.0%
2025-10-24 04:44:25,STATUS,STATUS_CHECK: CPU=36.9%, RAM=69.9%, Disk=68.0%
2025-10-24 04:44:31,STATUS,STATUS_CHECK: CPU=28.0%, RAM=67.3%, Disk=68.0%
2025-10-24 04:44:36,STATUS,STATUS_CHECK: CPU=50.3%, RAM=68.1%, Disk=68.0%
2025-10-24 04:44:42,STATUS,STATUS_CHECK: CPU=28.7%, RAM=68.4%, Disk=68.0%
2025-10-24 04:44:47,STATUS,STATUS_CHECK: CPU=27.6%, RAM=69.4%, Disk=68.0%
2025-10-24 04:44:53,STATUS,STATUS_CHECK: CPU=28.7%, RAM=69.1%, Disk=68.0%
2025-10-24 04:44:58,STATUS,STATUS_CHECK: CPU=32.0%, RAM=68.9%, Disk=68.0%
2025-10-24 04:45:04,STATUS,STATUS_CHECK: CPU=28.2%, RAM=69.1%, Disk=68.0%
2025-10-24 04:45:09,STATUS,STATUS_CHECK: CPU=33.0%, RAM=69.0%, Disk=68.0%
2025-10-24 04:45:15,STATUS,STATUS_CHECK: CPU=29.0%, RAM=69.2%, Disk=68.0%
2025-10-24 04:45:20,STATUS,STATUS_CHECK: CPU=29.5%, RAM=69.3%, Disk=68.0%
2025-10-24 04:45:26,STATUS,STATUS_CHECK: CPU=28.4%, RAM=69.2%, Disk=68.0%
2025-10-24 04:45:31,STATUS,STATUS_CHECK: CPU=31.5%, RAM=68.9%, Disk=68.0%
2025-10-24 04:45:37,STATUS,STATUS_CHECK: CPU=27.0%, RAM=68.5%, Disk=68.0%
2025-10-24 04:45:42,STATUS,STATUS_CHECK: CPU=28.5%, RAM=68.8%, Disk=68.0%
2025-10-24 04:45:48,STATUS,STATUS_CHECK: CPU=32.7%, RAM=69.6%, Disk=68.0%
2025-10-24 04:45:53,STATUS,STATUS_CHECK: CPU=29.1%, RAM=67.8%, Disk=68.0%
2025-10-24 04:45:59,STATUS,STATUS_CHECK: CPU=28.5%, RAM=68.8%, Disk=68.0%
2025-10-24 04:46:04,STATUS,STATUS_CHECK: CPU=29.4%, RAM=69.1%, Disk=68.0%
2025-10-24 04:46:10,STATUS,STATUS_CHECK: CPU=27.7%, RAM=68.3%, Disk=68.0%
2025-10-24 04:46:15,STATUS,STATUS_CHECK: CPU=31.5%, RAM=68.5%, Disk=68.0%
2025-10-24 04:46:21,STATUS,STATUS_CHECK: CPU=51.5%, RAM=69.4%, Disk=68.1%
2025-10-24 04:46:27,STATUS,STATUS_CHECK: CPU=54.7%, RAM=69.6%, Disk=68.3%
2025-10-24 04:46:32,STATUS,STATUS_CHECK: CPU=53.2%, RAM=70.2%, Disk=68.4%
2025-10-24 04:46:38,STATUS,STATUS_CHECK: CPU=48.8%, RAM=70.5%, Disk=68.5%
2025-10-24 04:46:43,STATUS,STATUS_CHECK: CPU=52.7%, RAM=71.0%, Disk=68.4%
2025-10-24 04:46:49,STATUS,STATUS_CHECK: CPU=54.5%, RAM=71.6%, Disk=67.7%
2025-10-24 04:46:54,STATUS,STATUS_CHECK: CPU=52.7%, RAM=72.1%, Disk=67.7%
2025-10-24 04:47:00,STATUS,STATUS_CHECK: CPU=49.5%, RAM=72.4%, Disk=67.7%
2025-10-24 04:47:05,STATUS,STATUS_CHECK: CPU=39.3%, RAM=72.8%, Disk=67.7%
2025-10-24 04:47:11,STATUS,STATUS_CHECK: CPU=36.8%, RAM=73.9%, Disk=67.7%
2025-10-24 04:47:16,STATUS,STATUS_CHECK: CPU=52.2%, RAM=74.1%, Disk=67.7%
2025-10-24 04:47:22,STATUS,STATUS_CHECK: CPU=37.5%, RAM=72.0%, Disk=67.7%
2025-10-24 04:47:27,STATUS,STATUS_CHECK: CPU=34.3%, RAM=72.3%, Disk=67.7%
2025-10-24 04:47:33,STATUS,STATUS_CHECK: CPU=39.3%, RAM=72.6%, Disk=67.7%
2025-10-24 04:47:38,STATUS,STATUS_CHECK: CPU=41.5%, RAM=66.4%, Disk=67.7%
2025-10-24 04:47:44,STATUS,STATUS_CHECK: CPU=34.3%, RAM=66.8%, Disk=67.7%
2025-10-24 04:47:49,STATUS,STATUS_CHECK: CPU=28.4%, RAM=72.5%, Disk=67.7%
2025-10-24 04:47:55,STATUS,STATUS_CHECK: CPU=31.7%, RAM=72.6%, Disk=67.7%
2025-10-24 04:48:00,STATUS,STATUS_CHECK: CPU=47.8%, RAM=70.4%, Disk=67.7%
2025-10-24 04:48:06,STATUS,STATUS_CHECK: CPU=35.3%, RAM=71.3%, Disk=67.7%
2025-10-24 04:48:11,STATUS,STATUS_CHECK: CPU=28.3%, RAM=70.8%, Disk=67.7%
2025-10-24 04:48:17,STATUS,STATUS_CHECK: CPU=28.4%, RAM=71.2%, Disk=67.7%
2025-10-24 04:48:22,STATUS,STATUS_CHECK: CPU=28.1%, RAM=71.2%, Disk=67.7%
2025-10-24 04:48:28,STATUS,STATUS_CHECK: CPU=28.1%, RAM=71.3%, Disk=67.7%
2025-10-24 04:48:33,STATUS,STATUS_CHECK: CPU=28.2%, RAM=71.4%, Disk=67.7%
2025-10-24 04:48:39,STATUS,STATUS_CHECK: CPU=34.8%, RAM=71.1%, Disk=67.7%
2025-10-24 04:48:44,STATUS,STATUS_CHECK: CPU=39.0%, RAM=71.8%, Disk=67.7%
2025-10-24 04:48:50,STATUS,STATUS_CHECK: CPU=29.9%, RAM=72.0%, Disk=67.7%
2025-10-24 04:48:55,STATUS,STATUS_CHECK: CPU=28.5%, RAM=72.4%, Disk=67.7%
2025-10-24 04:49:01,STATUS,STATUS_CHECK: CPU=29.4%, RAM=72.1%, Disk=67.7%
2025-10-24 04:49:06,STATUS,STATUS_CHECK: CPU=29.1%, RAM=65.9%, Disk=67.7%
2025-10-24 04:49:12,STATUS,STATUS_CHECK: CPU=28.5%, RAM=66.6%, Disk=67.7%
2025-10-24 04:49:17,STATUS,STATUS_CHECK: CPU=29.2%, RAM=67.7%, Disk=67.7%
2025-10-24 04:49:23,STATUS,STATUS_CHECK: CPU=29.2%, RAM=68.4%, Disk=67.7%
2025-10-24 04:49:28,STATUS,STATUS_CHECK: CPU=31.8%, RAM=70.7%, Disk=67.7%
2025-10-24 04:49:34,STATUS,STATUS_CHECK: CPU=28.1%, RAM=71.1%, Disk=67.7%
2025-10-24 04:49:39,STATUS,STATUS_CHECK: CPU=28.3%, RAM=71.4%, Disk=67.7%
2025-10-24 04:49:45,STATUS,STATUS_CHECK: CPU=32.4%, RAM=72.7%, Disk=67.7%
2025-10-24 04:49:50,STATUS,STATUS_CHECK: CPU=32.2%, RAM=72.0%, Disk=67.7%
2025-10-24 04:49:56,STATUS,STATUS_CHECK: CPU=37.9%, RAM=71.9%, Disk=67.7%
